"description","ip_address","nick_name","age","gender","academic_study","start_time","end_time","run_time","data_name","pic_name","pic_id","test_param","param_value","rorschach","curvature","target_curvature","null_curvature","target_variability","null_variability","sample_size","obs_plot_location","response_no","correct","conf_level","choice_reason","participant_count","plot_count"
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159474.20627,1606159490.99415,16.787878036499,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg","26","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different slope",13,7
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159491.02941,1606159511.47941,20.4500019550323,"d5c6dd039c67d2cb6771b22aa1c6aaac","plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg","25","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,1,1,1,"Certain","Different slope",13,8
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159511.51273,1606159593.69464,82.1819105148315,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/20d0abf28998f59ada75cce6b4999158.svg","21","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,4,0,"Very Uncertain","Different range",13,15
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159593.73059,1606159641.13332,47.4027228355408,"8012cc5c1e8c712893cc2a9a040c11b1","plots/svg/1ec5254497cf832302fe84e8cc60d25d.svg","18","log","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,13,15,0,"Very Uncertain","Clustering",13,4
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159641.16812,1606159655.46108,14.2929563522339,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Uncertain","Different shape",13,13
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159655.59641,1606159715.93273,60.3363251686096,"f28e70dc6b7365974b49d253cdd85363","plots/svg/e2e1ff57be869422245fc51b15415492.svg","30","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Uncertain","Different shape",13,12
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159715.96407,1606159732.56898,16.6049094200134,"d14de6e8946c29750256921ce0462931","plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg","10","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Uncertain","Different shape",13,12
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159732.60003,1606159769.72459,37.1245658397675,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,1,0,"Uncertain","Different range, Outlier(s)",13,13
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159769.76374,1606159820.97794,51.2141954898834,"d14de6e8946c29750256921ce0462931","plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg","9","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,15,15,1,"Neutral","Different slope",13,12
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159821.02164,1606159836.59611,15.5744638442993,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,11,0,"Uncertain","Different slope",13,11
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159836.63019,1606159849.62345,12.9932677745819,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Neutral","Different shape",13,11
"emily-log-2","","0cf70ba06ca136fd39b9656dc36a1e28","36-40","Male","Graduate Degree",1606159849.66575,1606159863.22023,13.5544862747192,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Neutral","Different shape",13,13
"emily-log-2","","b8e0d0a2019e5aecd55c54c25151d1c6","26-30","Variant/Nonconforming","Graduate Degree",1606160841.1891,1606160866.79781,25.6087052822113,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,13,0,"Neutral","Different range",1,14
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606160851.82992,1606160883.07855,31.2486333847046,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg","16","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Certain","Different shape, Different slope",23,13
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606160883.11144,1606160908.86164,25.750195980072,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Very Certain","Different shape, Different slope",23,16
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606160908.89226,1606160952.72449,43.8322269916534,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,3,0,"Uncertain","Clustering",23,13
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606160952.77665,1606160973.53136,20.7547123432159,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Certain","Different slope",23,19
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606160973.57019,1606161005.8289,32.258712053299,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape, Outlier(s)",23,13
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606161005.86297,1606161020.90438,15.04141664505,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape",23,12
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606161020.93748,1606161301.49829,280.56081032753,"7ff3391e264e98652cdb6eb8b85088c4","plots/svg/d8dea45d5c5b31523324bc29de32411f.svg","15","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,18,0,"Very Uncertain","Other, dispersion",23,14
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606161301.55413,1606161316.90378,15.3496527671814,"3d689aa117d70559b73fe8398f1a44c6","plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg","22","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,1,1,1,"Neutral","Different shape",23,13
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606161317.04202,1606161352.05012,35.0080966949463,"e079c7c97296f2c777bede60f7d1c5b7","plots/svg/19458f4a249031b8179c02b343dffe30.svg","7","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,14,5,0,"Neutral","Different slope",23,11
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606161352.08268,1606161402.05167,49.9689879417419,"6d411bb5d0d26fd3a2d16ae1b8b4445b","plots/svg/c374950bc853aad5a4d3310fe25d9ddb.svg","36","log","target-H-Lv_null-H-Lv_r1","1","t-H_n-H","H","H","Lv","Lv",50,1,18,0,"Uncertain","Different range",23,3
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162052.57251,1606162070.84823,18.2757198810577,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/5ecce62e937c1598e901631b3a1821d2.svg","6","log","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,12,1,"Certain","Different shape",23,13
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162070.89069,1606162086.72654,15.8358492851257,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg","28","log","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,9,1,"Neutral","Different shape, Different slope",23,16
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162086.76208,1606162113.49752,26.7354402542114,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg","14","log","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,10,1,"Uncertain","Other, spread",23,11
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162113.53227,1606162133.68245,20.1501815319061,"47748c8978f11fc269bed62ca7f6a4d3","plots/svg/d4332bd8e199471b74969e986f987ac8.svg","27","linear","target-H-Lv_null-E-Lv_r0","0","t-H_n-E","H","E","Lv","Lv",50,9,5,0,"Neutral","Outlier(s)",23,19
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162133.72079,1606162171.99485,38.274055480957,"189c61f200c3520ee45009701c11152a","plots/svg/a68246cc6e786d82e422d1fdbbf8d57f.svg","19","linear","target-M-Lv_null-M-Lv_r1","1","t-M_n-M","M","M","Lv","Lv",50,16,20,0,"Uncertain","Clustering",23,4
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162172.03255,1606162193.99389,21.9613473415375,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/e9510e025a1152c8bc78255bdc926f93.svg","31","linear","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,3,0,"Uncertain","Clustering",23,13
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162194.04633,1606162207.16596,13.1196331977844,"6a72b42ba970ea6798a886761baf324f","plots/svg/19640c3dc14337740f45aee91eed5803.svg","12","log","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Different shape, Different slope",23,12
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162207.32145,1606162220.52777,13.20631980896,"6a72b42ba970ea6798a886761baf324f","plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg","11","linear","target-E-Lv_null-H-Lv_r0","0","t-E_n-H","E","H","Lv","Lv",50,17,17,1,"Certain","Outlier(s)",23,13
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162220.55846,1606162279.35932,58.8008573055267,"b79bc1a0fdbb69edc87fe34883a066d6","plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg","32","log","target-H-Lv_null-M-Lv_r0","0","t-H_n-M","H","M","Lv","Lv",50,12,12,1,"Neutral","Different shape",23,11
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162279.39122,1606162407.33809,127.946872472763,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg","24","log","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,13,1,"Uncertain","Different shape, Different slope",23,10
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162407.36862,1606162430.35629,22.9876701831818,"184b9f1a90081e0ffeedc112c6431d9c","plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg","23","linear","target-M-Lv_null-H-Lv_r0","0","t-M_n-H","M","H","Lv","Lv",50,13,9,0,"Uncertain","Clustering",23,10
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162430.3888,1606162492.60689,62.2180912494659,"87f34b01f1fce217b6c33e04da081ed0","plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg","5","linear","target-E-Lv_null-M-Lv_r0","0","t-E_n-M","E","M","Lv","Lv",50,12,10,0,"Very Uncertain","Different shape, Different slope",23,13
"emily-log-2","","965675ef51352b48492b478a0ff20cca","26-30","Male","Some Graduate Courses",1606162492.64313,1606162516.68739,24.044264793396,"8ad2ea6719790c191cedf1038d3cbca5","plots/svg/5df2947852318075a066e55984da5020.svg","13","linear","target-M-Lv_null-E-Lv_r0","0","t-M_n-E","M","E","Lv","Lv",50,10,13,0,"Uncertain","Different range",23,11
